neighborhood,property_type,bedrooms,bathrooms,size_sqft,age_years,distance_to_cbd_km,has_parking,has_garden,has_pool,gated_community,security_score,price_kes
Kikuyu,Bungalow,1,1,783,24,19.6,1,1,0,1,3,4153000.0
Muthaiga,Apartment,2,2,924,18,0.5,1,0,0,0,5,20435000.0
Langata,Apartment,4,3,1259,28,17.8,1,0,0,1,2,13354000.0
Runda,Apartment,2,2,984,18,11.3,1,0,0,0,1,21829000.0
Muthaiga,Apartment,2,2,977,13,0.5,1,0,0,1,2,22551000.0
Upperhill,Apartment,3,3,1144,25,12.5,1,0,0,1,1,18701000.0
Kahawa,Maisonette,4,3,1250,1,26.0,1,1,0,1,5,6726000.0
Westlands,Apartment,3,3,644,3,1.1,1,0,0,1,3,12949000.0
Lavington,Maisonette,2,2,886,28,5.1,0,0,0,1,3,13884000.0
Thika Road,Apartment,4,3,1133,19,18.2,1,0,0,0,2,7340000.0
South C,Apartment,1,1,582,20,8.2,1,0,0,1,2,5302000.0
Roysambu,Apartment,3,2,1072,25,23.0,0,0,0,1,3,6544000.0
Muthaiga,Apartment,2,2,638,7,7.1,1,0,1,1,5,19142000.0
Loresho,Apartment,3,2,901,21,11.1,1,0,0,1,5,13265000.0
Kileleshwa,Maisonette,2,2,906,23,3.1,1,1,0,1,3,12920000.0
Umoja,Bungalow,5,4,2072,0,14.7,1,1,0,1,5,14750000.0
Dagoretti,Apartment,4,3,1007,15,11.2,1,0,0,1,2,7374000.0
Ruaka,Apartment,3,2,1247,6,17.3,1,0,0,1,4,9876000.0
Lavington,Apartment,4,4,1153,28,11.2,0,0,0,0,1,18864000.0
Kasarani,Apartment,2,1,804,29,20.4,1,0,0,0,5,4280000.0
Buruburu,Maisonette,3,2,1406,14,17.1,1,1,0,1,4,12182000.0
Kikuyu,Maisonette,6,5,2284,15,23.5,1,1,0,1,3,12896000.0
Spring Valley,Apartment,4,3,1363,13,7.2,1,0,0,0,5,28124000.0
Kahawa,Apartment,3,2,1033,5,21.7,1,0,0,1,4,5144000.0
Kasarani,Apartment,1,1,584,11,31.5,1,0,0,1,3,3095000.0
Kitisuru,Apartment,4,4,1504,21,3.9,1,0,0,1,1,34308000.0
Upperhill,Townhouse,4,3,1508,27,3.1,1,0,0,0,2,25700000.0
Spring Valley,Apartment,2,2,754,6,0.5,1,0,0,1,5,14653000.0
Thika Road,Apartment,4,4,1179,25,21.0,1,0,0,1,2,7283000.0
Spring Valley,Maisonette,1,1,619,23,2.1,1,1,0,1,3,12376000.0
Ruaka,Apartment,2,2,836,4,15.0,1,0,0,1,2,7144000.0
Athi River,Apartment,3,3,1030,6,30.0,0,0,0,1,2,4164000.0
Kileleshwa,Apartment,5,5,1442,18,10.0,1,0,0,0,4,21168000.0
Langata,Apartment,1,1,534,3,10.3,1,0,0,1,5,6758000.0
Kahawa,Apartment,2,2,909,27,19.3,1,0,0,1,2,4291000.0
Umoja,Villa,2,1,1105,0,24.1,1,1,0,0,3,7157000.0
Westlands,Villa,1,1,830,25,0.5,1,0,1,1,3,14187000.0
Westlands,Apartment,4,3,1337,3,7.3,1,0,0,1,3,25757000.0
Kitisuru,Townhouse,2,1,990,0,4.8,1,0,0,1,2,21762000.0
Roysambu,Maisonette,2,2,817,29,20.2,1,1,0,0,1,4381000.0
Umoja,Maisonette,2,1,843,25,24.9,1,0,0,1,4,4369000.0
Dagoretti,Townhouse,2,2,671,20,18.9,1,0,0,1,5,4926000.0
Buruburu,Bungalow,4,4,2053,22,11.1,1,1,0,0,5,14617000.0
Loresho,Apartment,1,1,570,25,4.3,1,0,0,1,5,8310000.0
South B,Maisonette,6,5,2718,28,16.1,1,0,0,0,1,23894000.0
Kileleshwa,Maisonette,2,2,1067,28,4.7,1,1,0,0,2,13180000.0
Kasarani,Villa,1,1,910,28,29.3,1,1,0,1,5,4442000.0
Upperhill,Villa,3,2,1652,23,12.6,1,1,0,1,1,25713000.0
Runda,Apartment,3,2,959,8,11.7,0,0,0,1,4,26948000.0
Embakasi,Apartment,5,5,1486,14,26.1,1,0,0,1,4,9597000.0
Ruiru,Maisonette,2,1,662,6,25.4,1,1,0,1,5,3521000.0
Nyayo Estate,Apartment,3,3,1000,4,13.2,0,0,0,1,1,7954000.0
Spring Valley,Apartment,4,4,1256,13,0.5,1,0,0,1,4,28235000.0
South C,Apartment,2,2,932,22,13.2,1,0,0,1,3,8819000.0
Karen,Villa,4,4,2173,25,10.3,0,0,1,1,4,53338000.0
Karen,Apartment,3,3,1011,8,0.5,1,0,1,1,5,29849000.0
Ngong Road,Townhouse,4,4,1078,6,18.5,1,0,0,1,2,13192000.0
Spring Valley,Maisonette,4,4,1430,3,16.2,1,1,0,1,3,25469000.0
Kitisuru,Apartment,2,2,1016,3,14.9,0,0,0,0,4,19456000.0
Kasarani,Apartment,3,3,1202,12,8.9,1,0,0,1,1,6587000.0
South B,Apartment,2,2,691,24,11.2,1,0,0,1,4,6125000.0
Dagoretti,Apartment,3,2,1294,0,15.3,0,0,0,0,4,10640000.0
Thika Road,Apartment,2,2,633,29,29.8,1,0,0,1,4,3477000.0
Buruburu,Bungalow,6,5,2196,20,16.9,1,0,0,1,3,15242000.0
Ruaka,Apartment,2,2,518,12,14.5,1,0,0,1,1,3953000.0
Kilimani,Apartment,3,3,943,27,11.5,1,0,0,1,1,14835000.0
Nyayo Estate,Apartment,3,3,943,28,19.1,1,0,0,1,4,7924000.0
Lavington,Apartment,3,3,980,21,9.7,1,0,0,1,4,17141000.0
Roysambu,Maisonette,4,3,1186,9,19.8,1,1,0,1,3,10151000.0
Kahawa,Apartment,4,4,1316,28,22.2,1,0,0,1,2,6108000.0
Ruaka,Apartment,2,1,918,3,12.2,1,0,0,1,5,8872000.0
Roysambu,Townhouse,2,2,1083,1,23.1,1,0,0,0,4,6942000.0
Rongai,Apartment,2,2,911,26,23.5,1,0,0,1,4,4763000.0
Lavington,Villa,2,1,1134,12,7.0,1,0,1,0,3,22033000.0
Thika Road,Maisonette,3,2,885,26,32.5,1,0,0,1,4,4947000.0
Karen,Apartment,3,3,1156,0,12.2,1,0,1,1,5,36024000.0
Donholm,Maisonette,4,4,1368,1,25.5,1,0,0,1,1,10745000.0
Kilimani,Bungalow,2,2,1512,21,10.8,0,1,1,0,1,22928000.0
Rongai,Apartment,2,2,761,1,23.8,1,0,0,0,5,4230000.0
Kahawa,Apartment,3,2,1237,23,13.5,1,0,0,1,5,6609000.0
Loresho,Apartment,3,3,895,22,16.0,1,0,0,1,3,11495000.0
Buruburu,Villa,6,5,2566,1,20.1,1,1,0,0,3,21061000.0
Roysambu,Maisonette,2,1,1096,1,12.8,0,1,0,1,5,7270000.0
Langata,Bungalow,4,4,1680,8,4.6,1,1,0,0,3,18507000.0
Kitisuru,Apartment,2,2,940,21,8.5,1,0,0,1,5,21886000.0
Thika Road,Villa,3,2,1545,16,9.8,1,1,0,0,3,10889000.0
Kahawa,Apartment,3,3,1298,5,23.9,1,0,0,1,4,6592000.0
Umoja,Apartment,5,5,1740,9,19.9,1,0,0,1,3,10299000.0
Kileleshwa,Maisonette,4,3,1550,18,13.6,1,1,0,1,4,23148000.0
Athi River,Apartment,3,2,1169,23,21.5,1,0,0,0,1,3957000.0
Kitisuru,Townhouse,3,2,1102,16,2.5,1,0,0,1,1,23688000.0
Kitisuru,Apartment,4,3,1160,12,10.3,1,0,0,1,2,22640000.0
South C,Apartment,3,3,1192,10,22.6,0,0,0,0,5,10342000.0
Donholm,Apartment,4,3,1580,7,22.1,1,0,0,0,1,9874000.0
Ruaka,Townhouse,2,1,866,27,25.0,1,0,0,0,2,5709000.0
South B,Apartment,3,3,1174,9,12.3,0,0,0,1,1,11179000.0
Dagoretti,Apartment,3,3,1233,25,17.8,1,0,0,1,1,9745000.0
Kahawa,Apartment,5,4,1968,29,22.3,1,0,0,1,4,10290000.0
Spring Valley,Maisonette,2,2,823,6,6.2,1,0,0,1,3,16891000.0
Ruiru,Apartment,2,1,582,27,26.5,1,0,0,1,1,2437000.0
South C,Apartment,3,2,1155,26,17.1,1,0,0,1,4,11212000.0
Kahawa,Maisonette,4,3,1382,10,25.8,1,1,0,1,4,6824000.0
Loresho,Townhouse,3,3,1173,1,11.3,0,0,0,1,5,19271000.0
Karen,Apartment,3,3,1400,21,10.7,1,0,0,0,3,31870000.0
Karen,Apartment,4,3,1097,26,9.4,1,0,0,0,4,21043000.0
Karen,Apartment,1,1,531,29,4.6,1,0,0,1,4,11885000.0
Muthaiga,Villa,2,1,1330,15,7.9,0,0,0,1,2,25335000.0
Kahawa,Apartment,1,1,635,15,17.5,1,0,0,0,2,2571000.0
Thika Road,Apartment,3,2,1417,26,24.0,1,0,0,1,2,8227000.0
Donholm,Apartment,3,2,1154,21,21.4,1,0,0,1,3,6387000.0
Embakasi,Apartment,4,3,1519,3,19.1,1,0,0,0,3,9592000.0
South B,Maisonette,3,3,1069,28,16.1,1,1,0,1,5,9897000.0
Upperhill,Bungalow,4,4,1959,13,8.0,1,1,0,0,4,37021000.0
Kikuyu,Apartment,3,3,766,24,31.2,1,0,0,1,1,3322000.0
Ruaka,Apartment,2,2,969,3,19.3,1,0,0,0,2,7788000.0
Athi River,Apartment,3,3,1071,27,31.5,1,0,0,0,5,4412000.0
Roysambu,Apartment,2,1,940,21,17.6,1,0,0,1,4,5075000.0
Donholm,Maisonette,2,2,835,3,17.4,1,1,0,1,5,6091000.0
Athi River,Apartment,4,3,1298,6,24.5,1,0,0,1,5,5701000.0
Kileleshwa,Apartment,4,4,1597,21,13.7,1,0,0,0,2,21055000.0
Westlands,Villa,2,2,1212,5,12.2,1,1,1,0,3,25647000.0
Kileleshwa,Apartment,6,6,1953,8,8.5,1,0,0,1,3,36153000.0
Dagoretti,Apartment,3,3,771,13,15.6,0,0,0,1,1,6200000.0
Athi River,Townhouse,5,4,2184,29,33.1,1,0,0,1,1,7169000.0
Buruburu,Maisonette,2,2,742,11,18.7,1,0,0,1,2,6389000.0
Kilimani,Bungalow,3,2,1410,29,14.9,1,0,1,0,3,20883000.0
South B,Bungalow,4,4,1598,27,11.9,0,0,0,1,5,14268000.0
Spring Valley,Apartment,2,2,736,25,6.7,1,0,0,0,1,11367000.0
Langata,Apartment,2,2,602,5,6.3,1,0,0,1,2,8460000.0
Dagoretti,Townhouse,4,4,1169,27,13.4,0,0,0,1,4,7104000.0
South B,Bungalow,3,3,1546,8,18.0,1,0,0,1,1,13168000.0
South C,Apartment,2,2,908,0,12.7,1,0,0,1,3,8275000.0
Roysambu,Apartment,3,3,946,24,23.0,1,0,0,1,1,5103000.0
Karen,Apartment,1,1,489,21,3.3,1,0,0,0,1,10712000.0
Nyayo Estate,Maisonette,6,6,1741,26,22.5,0,0,0,1,4,13397000.0
Ruiru,Apartment,3,3,912,2,26.7,1,0,0,0,4,4770000.0
Kikuyu,Apartment,5,4,1493,6,23.5,0,0,0,1,5,7857000.0
Rongai,Villa,3,3,1285,24,11.6,1,1,0,1,4,6748000.0
Kahawa,Apartment,4,3,1455,12,23.6,1,0,0,1,4,7891000.0
Spring Valley,Apartment,4,3,1654,20,13.2,1,0,0,0,3,31306000.0
South B,Apartment,3,3,902,15,11.4,0,0,0,1,5,9030000.0
Ruaka,Maisonette,3,3,1238,7,10.1,1,0,0,1,3,10756000.0
Kahawa,Bungalow,5,4,2099,0,40.0,1,1,0,1,1,10861000.0
Upperhill,Maisonette,1,1,754,24,8.4,1,1,0,1,3,13391000.0
Spring Valley,Villa,3,3,1585,18,0.5,1,0,0,1,5,34438000.0
Upperhill,Apartment,2,1,777,17,10.5,1,0,0,1,2,11253000.0
South B,Apartment,3,2,1138,2,11.4,1,0,0,1,2,10730000.0
Nyayo Estate,Apartment,3,2,1058,6,20.9,1,0,0,0,2,9379000.0
Spring Valley,Apartment,3,2,1005,15,0.5,0,0,1,1,1,18278000.0
Spring Valley,Apartment,1,1,684,19,7.6,1,0,0,1,3,10500000.0
Kasarani,Townhouse,3,2,965,1,25.6,1,0,0,0,5,5855000.0
Ruiru,Apartment,2,2,864,4,16.2,0,0,0,1,3,4769000.0
Langata,Apartment,3,3,1009,18,13.2,1,0,0,0,1,11001000.0
Ruiru,Maisonette,5,5,1477,2,24.6,1,1,0,1,5,8990000.0
Rongai,Maisonette,4,4,1556,21,21.3,0,1,0,1,3,7800000.0
Donholm,Apartment,6,6,1546,24,23.3,1,0,0,0,1,8601000.0
Nyayo Estate,Apartment,2,2,847,2,6.3,1,0,0,1,2,8755000.0
Kitisuru,Apartment,4,3,1278,16,1.3,1,0,0,1,1,26442000.0
Spring Valley,Villa,3,3,1704,27,2.5,0,0,1,1,5,31022000.0
Upperhill,Apartment,3,3,861,4,4.9,1,0,1,1,1,18478000.0
Nyayo Estate,Townhouse,3,3,1152,27,13.5,1,0,0,0,2,8934000.0
Thika Road,Apartment,4,3,1194,18,17.5,1,0,0,1,2,8326000.0
Kileleshwa,Apartment,3,2,912,1,14.9,1,0,0,1,1,15146000.0
Lavington,Maisonette,5,4,1190,19,0.5,1,1,0,1,2,26965000.0
South C,Townhouse,4,3,1584,26,13.2,0,0,0,1,3,12775000.0
Dagoretti,Apartment,2,2,872,20,13.9,1,0,0,1,2,6544000.0
Donholm,Apartment,3,3,1072,16,14.5,1,0,0,0,2,7998000.0
Westlands,Apartment,2,1,659,25,2.6,1,0,1,1,3,11227000.0
Buruburu,Maisonette,5,5,1610,4,20.5,1,1,0,1,1,11981000.0
Upperhill,Townhouse,1,1,637,25,8.5,1,0,0,1,1,9205000.0
Embakasi,Apartment,3,3,1071,21,13.5,1,0,0,1,2,7475000.0
Kikuyu,Apartment,3,2,882,26,33.7,1,0,0,0,1,3575000.0
Nyayo Estate,Maisonette,4,3,1666,4,19.9,0,1,0,1,5,17604000.0
Spring Valley,Apartment,4,3,1473,10,11.2,0,0,0,1,3,25074000.0
Loresho,Apartment,3,2,1059,10,4.1,1,0,0,1,4,16275000.0
Runda,Maisonette,5,5,1553,6,0.5,1,0,1,0,3,42814000.0
Loresho,Townhouse,3,3,1407,1,11.0,0,0,0,0,1,20627000.0
Embakasi,Apartment,3,3,1203,3,19.8,1,0,0,1,4,6639000.0
South B,Townhouse,3,2,1027,20,17.4,1,0,0,0,1,8868000.0
Langata,Apartment,2,1,866,7,10.7,1,0,0,1,2,11147000.0
Thika Road,Apartment,3,2,1076,11,27.3,1,0,0,1,3,6382000.0
South C,Maisonette,4,4,1385,11,12.6,0,1,0,1,1,14102000.0
Umoja,Apartment,2,2,850,3,18.3,1,0,0,1,5,5173000.0
Loresho,Apartment,3,3,811,2,8.3,1,0,0,1,4,13406000.0
Ruiru,Apartment,5,5,1909,6,22.3,0,0,0,0,1,8679000.0
Kasarani,Bungalow,3,2,1398,24,17.2,1,0,0,0,5,8370000.0
South C,Villa,4,4,1448,21,16.4,1,0,0,1,5,13773000.0
Kasarani,Apartment,6,5,1562,22,22.5,0,0,0,0,2,7762000.0
Karen,Apartment,6,6,2165,16,0.5,1,0,0,0,1,40930000.0
Roysambu,Townhouse,4,4,1459,2,19.7,0,0,0,0,4,9267000.0
Kikuyu,Apartment,2,1,1045,4,28.0,1,0,0,1,1,4579000.0
Ngong Road,Apartment,2,2,883,22,7.9,1,0,0,1,1,9634000.0
Nyayo Estate,Villa,3,2,1536,21,16.5,1,1,0,1,5,15325000.0
Westlands,Townhouse,4,3,1716,3,14.2,1,0,0,1,3,29524000.0
Muthaiga,Maisonette,4,3,1595,22,0.5,1,1,1,1,1,41772000.0
Donholm,Villa,4,4,1793,19,15.2,1,0,0,1,1,12926000.0
Nyayo Estate,Bungalow,2,1,1046,10,7.0,1,1,0,1,3,11326000.0
Karen,Apartment,5,5,1913,16,0.5,1,0,0,1,5,46845000.0
South C,Townhouse,4,3,1839,17,8.9,1,0,0,1,1,19338000.0
Westlands,Apartment,3,3,999,26,12.6,1,0,0,1,1,17201000.0
Ruaka,Apartment,2,1,834,1,14.8,0,0,0,1,2,6684000.0
Dagoretti,Bungalow,3,2,1472,3,18.2,1,1,0,1,1,11754000.0
Upperhill,Apartment,6,6,1852,19,6.2,1,0,1,1,5,35480000.0
South B,Apartment,2,1,755,15,11.8,1,0,0,1,2,6326000.0
Umoja,Townhouse,2,2,1054,29,18.5,1,0,0,1,4,5629000.0
Ruaka,Maisonette,2,1,878,9,15.7,1,1,0,1,5,8832000.0
Dagoretti,Villa,3,3,1009,1,3.0,1,0,0,1,3,10888000.0
Donholm,Apartment,3,3,1255,16,14.8,1,0,0,1,5,8178000.0
Kahawa,Bungalow,1,1,854,11,28.3,1,1,0,1,5,4043000.0
Ruaka,Maisonette,5,5,1888,25,16.9,1,1,0,1,4,16764000.0
Kasarani,Townhouse,4,4,1431,17,13.1,1,0,0,0,3,8481000.0
Westlands,Apartment,2,2,829,1,0.5,1,0,0,0,1,14983000.0
Nyayo Estate,Apartment,1,1,451,16,21.9,1,0,0,1,4,3474000.0
South B,Apartment,4,3,1582,26,14.1,1,0,0,1,5,15918000.0
Rongai,Maisonette,3,2,1359,6,23.0,1,0,0,1,5,8999000.0
Langata,Apartment,3,3,1152,0,10.2,1,0,0,1,1,13349000.0
Upperhill,Apartment,1,1,458,17,11.0,1,0,0,1,2,6770000.0
Rongai,Apartment,3,3,1080,27,20.8,1,0,0,1,2,5740000.0
Spring Valley,Maisonette,5,5,1854,27,2.2,1,0,0,1,3,37545000.0
Embakasi,Maisonette,1,1,811,20,30.0,1,0,0,0,4,3980000.0
Upperhill,Apartment,5,5,1371,18,2.3,0,0,0,0,4,21221000.0
Embakasi,Townhouse,2,2,752,24,21.0,0,0,0,0,4,3617000.0
Donholm,Apartment,3,3,1064,5,18.7,1,0,0,0,3,7304000.0
Athi River,Apartment,2,1,869,1,20.3,1,0,0,1,2,3867000.0
Muthaiga,Townhouse,1,1,549,8,0.5,0,0,1,0,5,15216000.0
Upperhill,Maisonette,4,4,1414,24,0.8,1,1,0,0,2,20858000.0
Muthaiga,Villa,2,1,880,10,6.5,1,1,0,1,5,24315000.0
Rongai,Townhouse,4,3,1233,29,16.3,1,0,0,1,5,6842000.0
Spring Valley,Apartment,1,1,630,12,5.6,1,0,1,1,2,12833000.0
Donholm,Maisonette,3,3,1387,0,9.3,1,1,0,0,3,11187000.0
Langata,Apartment,1,1,648,29,18.3,1,0,0,1,1,6094000.0
Dagoretti,Apartment,3,3,1125,22,18.4,1,0,0,0,5,7391000.0
Karen,Bungalow,5,5,2304,19,1.2,1,1,0,1,1,56682000.0
Kasarani,Villa,4,3,1601,8,19.8,0,1,0,0,1,8938000.0
Karen,Maisonette,2,1,1092,11,8.9,1,1,0,1,3,28526000.0
Muthaiga,Maisonette,2,1,827,7,4.7,1,1,1,1,2,22156000.0
Muthaiga,Apartment,3,2,942,6,9.2,0,0,0,1,5,22127000.0
Dagoretti,Bungalow,4,4,1730,16,18.3,1,0,0,1,5,13272000.0
Loresho,Apartment,3,2,790,25,5.3,1,0,0,1,3,10572000.0
Donholm,Maisonette,4,3,1728,12,15.0,0,0,0,1,4,13038000.0
Roysambu,Apartment,3,3,1075,2,15.5,1,0,0,1,1,7554000.0
Kilimani,Maisonette,2,1,800,17,7.9,1,1,0,1,5,13368000.0
Westlands,Apartment,1,1,498,25,7.9,1,0,1,1,4,8232000.0
Thika Road,Apartment,2,1,1014,1,21.3,1,0,0,1,2,6591000.0
Kileleshwa,Apartment,3,3,1001,15,9.2,0,0,0,1,2,14416000.0
Kitisuru,Apartment,3,2,788,26,1.8,1,0,1,1,1,17783000.0
Donholm,Apartment,4,3,1451,16,17.0,1,0,0,1,4,11854000.0
South B,Maisonette,3,2,1169,4,9.8,1,1,0,1,3,11557000.0
Embakasi,Townhouse,4,4,1284,2,19.9,1,0,0,0,1,8206000.0
Buruburu,Bungalow,4,3,2105,23,19.8,1,1,0,1,3,14688000.0
Spring Valley,Maisonette,2,1,919,27,10.9,1,1,0,1,5,17557000.0
Buruburu,Apartment,2,2,992,7,15.5,1,0,0,0,4,7269000.0
Umoja,Townhouse,2,2,790,9,20.7,1,0,0,0,2,3747000.0
Ngong Road,Townhouse,2,2,803,8,8.0,1,0,0,0,3,9310000.0
Donholm,Maisonette,2,2,866,28,12.0,1,0,0,1,3,5701000.0
Kasarani,Townhouse,6,6,2073,25,21.8,1,0,0,0,5,11285000.0
Athi River,Apartment,3,3,1230,8,31.2,1,0,0,0,3,5449000.0
Kahawa,Bungalow,2,1,1102,29,30.9,0,1,0,1,2,4217000.0
Buruburu,Villa,6,6,2355,23,18.4,1,1,0,0,5,19311000.0
Rongai,Maisonette,2,2,1000,9,22.3,1,0,0,1,1,6232000.0
South B,Bungalow,2,2,1024,1,16.2,1,0,0,1,3,9861000.0
Kilimani,Bungalow,2,2,1256,29,5.2,1,0,1,1,1,21818000.0
Buruburu,Bungalow,2,2,1463,26,10.4,1,1,0,1,5,10535000.0
Ruiru,Villa,1,1,593,28,34.3,1,1,0,0,2,2269000.0
Rongai,Apartment,2,2,680,21,22.1,1,0,0,1,5,3964000.0
Upperhill,Apartment,5,5,1414,19,10.7,0,0,1,1,4,25057000.0
Kitisuru,Bungalow,5,5,2051,4,14.5,1,0,0,1,5,49424000.0
Runda,Apartment,4,3,1429,12,8.0,0,0,0,1,1,34580000.0
Upperhill,Townhouse,2,1,866,9,6.1,0,0,0,1,1,14537000.0
Embakasi,Apartment,3,2,984,3,23.7,1,0,0,0,2,5543000.0
Kasarani,Apartment,3,3,966,17,29.3,1,0,0,0,3,5589000.0
Ruiru,Apartment,3,3,1283,18,25.2,1,0,0,1,2,4672000.0
Nyayo Estate,Apartment,2,2,739,6,12.5,1,0,0,0,3,6304000.0
Kilimani,Apartment,3,3,863,21,0.5,1,0,0,1,1,14768000.0
Nyayo Estate,Apartment,2,2,957,24,14.3,1,0,0,0,5,8564000.0
Lavington,Maisonette,4,4,1012,22,12.4,1,0,0,1,1,17465000.0
Runda,Apartment,2,1,971,25,7.8,1,0,0,1,4,20461000.0
South C,Townhouse,4,4,1367,5,14.2,1,0,0,1,5,14823000.0
Kitisuru,Apartment,3,3,1564,0,4.9,1,0,0,0,5,37256000.0
Ruaka,Maisonette,2,1,927,10,16.2,1,0,0,1,2,7697000.0
Langata,Villa,2,1,1356,12,9.9,1,0,0,1,3,16769000.0
Nyayo Estate,Bungalow,3,3,1626,0,18.8,0,1,0,1,2,15623000.0
Roysambu,Townhouse,2,1,935,15,17.4,1,0,0,1,1,5511000.0
Runda,Villa,2,2,1362,11,7.6,1,1,0,0,5,35983000.0
Kileleshwa,Maisonette,2,2,784,24,9.6,1,1,0,1,4,12634000.0
Langata,Maisonette,1,1,726,4,17.2,0,1,0,0,2,6775000.0
Ruaka,Apartment,6,6,1666,18,16.7,0,0,0,1,4,15505000.0
Donholm,Maisonette,3,2,942,10,26.4,1,0,0,0,2,5799000.0
Kahawa,Villa,2,1,1096,20,28.7,0,1,0,1,4,4819000.0
Umoja,Apartment,2,1,711,1,20.5,1,0,0,0,4,3608000.0
Lavington,Bungalow,2,1,976,14,9.9,1,0,0,1,3,18864000.0
Nyayo Estate,Apartment,2,2,996,4,15.8,1,0,0,0,2,9990000.0
Spring Valley,Apartment,2,1,808,14,8.7,1,0,0,1,3,13968000.0
Umoja,Apartment,2,2,839,8,20.5,1,0,0,0,2,4429000.0
Buruburu,Apartment,4,4,1357,1,8.9,1,0,0,0,4,12572000.0
Kikuyu,Bungalow,2,1,1079,22,24.6,1,1,0,0,2,5123000.0
Kitisuru,Apartment,4,4,1411,11,13.7,1,0,0,1,1,27960000.0
Upperhill,Townhouse,4,4,1233,21,6.3,1,0,0,1,4,21474000.0
Umoja,Maisonette,4,4,1104,1,13.9,0,0,0,1,3,7302000.0
Donholm,Apartment,4,3,1561,20,18.1,1,0,0,1,2,10255000.0
Buruburu,Maisonette,3,2,1384,23,11.7,1,0,0,1,2,9666000.0
Loresho,Apartment,2,1,826,5,9.2,0,0,0,1,4,13025000.0
Ruiru,Townhouse,4,3,1608,24,28.0,1,0,0,0,5,6979000.0
Upperhill,Maisonette,2,2,991,22,4.4,1,1,0,0,3,20241000.0
Thika Road,Apartment,2,2,699,15,16.4,1,0,0,1,1,4164000.0
Upperhill,Villa,2,2,1210,8,12.2,0,1,0,0,2,21634000.0
South B,Apartment,2,1,803,9,20.3,1,0,0,0,2,7089000.0
Kilimani,Apartment,2,1,936,24,11.0,1,0,0,0,2,13071000.0
Runda,Bungalow,4,4,1743,27,8.4,1,1,0,0,4,38007000.0
Kilimani,Apartment,2,1,698,21,10.0,1,0,1,1,4,11130000.0
Thika Road,Townhouse,4,4,1811,14,19.5,1,0,0,0,2,11067000.0
Runda,Townhouse,5,5,1533,20,2.7,1,0,0,1,5,44787000.0
Kileleshwa,Maisonette,5,5,1959,18,15.0,1,0,0,0,2,27389000.0
Kitisuru,Apartment,3,2,892,14,6.7,0,0,0,1,2,17825000.0
Thika Road,Apartment,2,2,792,14,21.0,1,0,0,0,2,4438000.0
Ngong Road,Maisonette,2,1,854,27,17.0,1,0,0,0,1,8211000.0
Westlands,Maisonette,4,4,1260,27,5.5,1,0,0,1,2,21513000.0
Buruburu,Apartment,3,2,806,24,19.8,1,0,0,1,5,5618000.0
Dagoretti,Villa,2,1,1028,23,14.2,1,1,0,1,2,7870000.0
Langata,Apartment,2,1,955,24,1.9,1,0,0,1,4,10791000.0
Dagoretti,Bungalow,3,2,1186,14,23.3,1,1,0,1,5,9920000.0
Runda,Apartment,1,1,685,16,2.1,1,0,0,0,2,17815000.0
Langata,Bungalow,2,1,966,26,4.5,1,0,0,0,3,7823000.0
Langata,Villa,2,2,1049,0,6.5,1,1,0,1,3,13470000.0
Spring Valley,Villa,4,3,1738,0,6.6,1,0,0,0,2,30738000.0
Rongai,Townhouse,5,4,1581,13,22.4,1,0,0,0,4,9559000.0
Kileleshwa,Bungalow,2,2,1116,21,9.8,1,1,0,1,2,15605000.0
Nyayo Estate,Apartment,2,1,775,28,19.2,1,0,0,1,1,6197000.0
Kitisuru,Apartment,3,2,1097,17,6.6,1,0,0,1,1,21965000.0
Langata,Townhouse,3,3,921,16,20.0,1,0,0,0,5,8676000.0
Westlands,Apartment,3,3,956,0,15.7,1,0,1,1,5,19226000.0
Upperhill,Apartment,2,2,692,16,11.2,1,0,1,1,1,14119000.0
South B,Apartment,3,3,1201,15,3.3,1,0,0,1,5,11403000.0
Athi River,Townhouse,4,4,1817,2,18.7,0,0,0,0,1,7842000.0
Umoja,Apartment,6,6,1989,25,16.4,1,0,0,1,4,12207000.0
Buruburu,Maisonette,3,3,1176,15,10.3,1,1,0,0,1,10014000.0
Ruiru,Maisonette,5,5,1586,24,27.8,1,1,0,1,4,8048000.0
Buruburu,Bungalow,2,2,1223,5,19.4,1,0,0,1,2,10673000.0
Karen,Apartment,2,1,744,7,5.4,1,0,0,1,5,21679000.0
Kilimani,Townhouse,2,2,1001,24,16.4,0,0,1,0,5,14137000.0
Lavington,Villa,6,5,2703,15,3.0,1,1,0,1,5,69015000.0
Dagoretti,Apartment,6,6,1645,4,24.6,1,0,0,1,2,13829000.0
Kilimani,Bungalow,3,3,1539,3,6.2,1,1,1,1,3,31202000.0
Kahawa,Villa,6,6,2086,14,25.5,1,0,0,1,1,10576000.0
Ruaka,Apartment,1,1,616,26,13.1,1,0,0,0,5,4976000.0
Kikuyu,Apartment,3,3,1017,0,22.4,1,0,0,1,4,5946000.0
Roysambu,Apartment,3,3,1175,0,23.1,1,0,0,0,3,8779000.0
Donholm,Apartment,2,2,913,28,18.7,0,0,0,1,1,5619000.0
Umoja,Apartment,6,6,2330,10,30.4,1,0,0,0,3,12625000.0
Kilimani,Bungalow,3,3,1586,8,12.1,1,1,0,0,3,26658000.0
Buruburu,Apartment,3,2,952,19,24.8,0,0,0,1,2,6334000.0
